"fixture_id","event_time_elapsed","event_time_extra","team_id","team_name","player_id","player_name","assist_id","assist_name","event_type","event_detail","event_comments"
1378969,14,NA,35,"Bournemouth",18870,"David Brooks",NA,NA,"Card","Yellow Card","Time wasting"
1378969,37,NA,40,"Liverpool",174565,"H. Ekitike",6716,"A. Mac Allister","Goal","Normal Goal",NA
1378969,43,NA,40,"Liverpool",206254,"Miloš Kerkez",NA,NA,"Card","Yellow Card","Foul"
1378969,49,NA,40,"Liverpool",247,"C. Gakpo",174565,"H. Ekitike","Goal","Normal Goal",NA
1378969,60,NA,40,"Liverpool",152654,"J. Frimpong",8500,"W. Endo","subst","Substitution 1",NA
1378969,60,NA,40,"Liverpool",206254,"M. Kerkez",289,"A. Robertson","subst","Substitution 2",NA
1378969,64,NA,35,"Bournemouth",19281,"A. Semenyo",18870,"D. Brooks","Goal","Normal Goal",NA
1378969,72,NA,40,"Liverpool",174565,"H. Ekitike",284,"J. Gomez","subst","Substitution 3",NA
1378969,72,NA,40,"Liverpool",6716,"A. Mac Allister",293,"C. Jones","subst","Substitution 4",NA
1378969,74,NA,35,"Bournemouth",304853,"A. Scott",31057,"H. J. Traore","subst","Substitution 3",NA
1378969,76,NA,35,"Bournemouth",19281,"A. Semenyo",31057,"H. J. Traore","Goal","Normal Goal",NA
1378969,81,NA,35,"Bournemouth",152856,"Evanilson",NA,NA,"Card","Yellow Card","Foul"
1378969,82,NA,40,"Liverpool",203224,"F. Wirtz",30410,"F. Chiesa","subst","Substitution 7",NA
1378969,84,NA,35,"Bournemouth",18870,"D. Brooks",402432,"B. Winterburn","subst","Substitution 5",NA
1378969,88,NA,40,"Liverpool",30410,"F. Chiesa",NA,NA,"Goal","Normal Goal",NA
1378969,90,1,35,"Bournemouth",1150,"T. Adams",368030,"E. J. Kroupi","subst","Substitution 8",NA
1378969,90,NA,35,"Bournemouth",18869,"A. Smith",20093,"J. Hill","subst","Substitution 9",NA
1378969,90,NA,40,"Liverpool",306,"M. Salah",8500,"W. Endo","Goal","Normal Goal",NA
1378970,45,NA,34,"Newcastle",723,"Joelinton",NA,NA,"Card","Yellow Card","Foul"
1378970,58,NA,66,"Aston Villa",1904,"Boubacar Kamara",NA,NA,"Card","Yellow Card","Foul"
1378970,66,NA,66,"Aston Villa",19354,"Ezri Konsa",NA,NA,"Card","Red Card","Professional foul last man"
1378970,78,NA,34,"Newcastle",153430,"A. Elanga",19163,"J. Murphy","subst","Substitution 5",NA
1378970,83,NA,34,"Newcastle",723,"Joelinton",328105,"L. Miley","subst","Substitution 7",NA
1378970,84,NA,66,"Aston Villa",19191,"J. McGinn",249,"D. Malen","subst","Substitution 6",NA
1378970,90,NA,34,"Newcastle",18778,"H. Barnes",315237,"W. Osula","subst","Substitution 8",NA
1378971,31,NA,36,"Fulham",152967,"Calvin Bassey",NA,NA,"Card","Yellow Card","Foul"
1378971,55,NA,51,"Brighton",19030,"M. O'Riley",NA,NA,"Goal","Penalty",NA
1378971,60,NA,51,"Brighton",106835,"Kaoru Mitoma",NA,NA,"Card","Yellow Card","Foul"
1378971,66,NA,36,"Fulham",2887,"R. Jimenez",195106,"Rodrigo Muniz","subst","Substitution 3",NA
1378971,66,NA,36,"Fulham",1934,"S. Berge",19025,"T. Cairney","subst","Substitution 4",NA
1378971,66,NA,36,"Fulham",1455,"A. Iwobi",18753,"A. Traore","subst","Substitution 5",NA
1378971,69,NA,51,"Brighton",90590,"G. Rutter",1469,"D. Welbeck","subst","Substitution 4",NA
1378971,69,NA,51,"Brighton",383685,"Y. Minteh",1361,"F. Kadioglu","subst","Substitution 5",NA
1378971,69,NA,51,"Brighton",356041,"C. Baleba",278370,"D. Gomez","subst","Substitution 6",NA
1378971,73,NA,51,"Brighton",1361,"Ferdi Kadıoğlu",NA,NA,"Card","Yellow Card","Foul"
1378971,77,NA,36,"Fulham",389315,"J. King",1161,"E. Smith Rowe","subst","Substitution 8",NA
1378971,78,NA,51,"Brighton",278370,"Diego Gómez",NA,NA,"Card","Yellow Card","Foul"
1378971,83,NA,51,"Brighton",106835,"K. Mitoma",328225,"B. Gruda","subst","Substitution 7",NA
1378971,84,NA,36,"Fulham",131,"J. Cuenca",2920,"T. Castagne","subst","Substitution 9",NA
1378971,88,NA,51,"Brighton",19030,"M. O'Riley",296,"J. Milner","subst","Substitution 9",NA
1378971,90,8,36,"Fulham",195106,"Rodrigo Muniz",NA,NA,"Card","Yellow Card",NA
1378971,90,3,36,"Fulham",19025,"Tom Cairney",NA,NA,"Card","Yellow Card","Foul"
1378971,90,NA,36,"Fulham",195106,"Rodrigo Muniz",NA,NA,"Goal","Normal Goal",NA
1378972,5,NA,65,"Nottingham Forest",18931,"C. Wood",NA,NA,"Goal","Normal Goal",NA
1378972,42,NA,65,"Nottingham Forest",48648,"D. Ndoye",18746,"M. Gibbs-White","Goal","Normal Goal",NA
1378972,45,NA,65,"Nottingham Forest",18931,"C. Wood",138908,"E. Anderson","Goal","Normal Goal",NA
1378972,46,NA,55,"Brentford",319517,"A. Milambo",178077,"K. Schade","subst","Substitution 1",NA
1378972,52,NA,55,"Brentford",19495,"Nathan Collins",NA,NA,"Card","Yellow Card","Foul"
1378972,53,NA,65,"Nottingham Forest",138780,"Neco Williams",NA,NA,"Card","Yellow Card","Foul"
1378972,69,NA,55,"Brentford",47438,"M. Jensen",292,"J. Henderson","subst","Substitution 2",NA
1378972,69,NA,55,"Brentford",106725,"K. Lewis-Potter",15799,"F. Onyeka","subst","Substitution 3",NA
1378972,78,NA,55,"Brentford",196156,"I. Thiago",NA,NA,"Goal","Penalty",NA
1378972,79,NA,65,"Nottingham Forest",18931,"C. Wood",9366,"Igor Jesus","subst","Substitution 3",NA
1378972,79,NA,65,"Nottingham Forest",48648,"D. Ndoye",141901,"Jota Silva","subst","Substitution 4",NA
1378972,84,NA,65,"Nottingham Forest",18746,"M. Gibbs-White",19305,"R. Yates","subst","Substitution 6",NA
1378972,88,NA,55,"Brentford",19346,"R. Henry",44871,"A. Hickey","subst","Substitution 9",NA
1378972,90,NA,55,"Brentford",44871,"Aaron Hickey",NA,NA,"Card","Yellow Card","Foul"
1378973,53,NA,746,"Sunderland",290545,"J. Seelt",6168,"O. Alderete","subst","Substitution 2",NA
1378973,61,NA,746,"Sunderland",349799,"E. Mayenda",6168,"O. Alderete","Goal","Normal Goal",NA
1378973,70,NA,48,"West Ham",18744,"Max Kilman",NA,NA,"Card","Yellow Card","Foul"
1378973,71,NA,48,"West Ham",2476,"G. Rodriguez",2939,"C. Wilson","subst","Substitution 4",NA
1378973,71,NA,48,"West Ham",2938,"J. Ward-Prowse",1243,"T. Soucek","subst","Substitution 5",NA
1378973,73,NA,746,"Sunderland",55904,"D. Ballard",301771,"S. Adingra","Goal","Normal Goal",NA
1378973,76,NA,746,"Sunderland",301771,"S. Adingra",20638,"E. Le Fee","subst","Substitution 6",NA
1378973,76,NA,746,"Sunderland",349799,"E. Mayenda",84087,"W. Isidor","subst","Substitution 7",NA
1378973,82,NA,48,"West Ham",138,"J. Todibo",68466,"A. Irving","subst","Substitution 6",NA
1378973,90,3,746,"Sunderland",336659,"C. Talbi",339201,"C. Rigg","subst","Substitution 9",NA
1378973,90,NA,746,"Sunderland",84087,"W. Isidor",336659,"C. Talbi","Goal","Normal Goal",NA
1378974,10,NA,47,"Tottenham",2413,"Richarlison",15911,"M. Kudus","Goal","Normal Goal",NA
1378974,60,NA,47,"Tottenham",2413,"Richarlison",15911,"M. Kudus","Goal","Normal Goal",NA
1378974,63,NA,44,"Burnley",180560,"H. Mejbri",22,"J. Bruun Larsen","subst","Substitution 1",NA
1378974,63,NA,44,"Burnley",20303,"J. Laurent",270508,"L. Ugochukwu","subst","Substitution 2",NA
1378974,66,NA,47,"Tottenham",129711,"B. Johnson",237129,"P. M. Sarr","Goal","Normal Goal",NA
1378974,71,NA,47,"Tottenham",2413,"Richarlison",18883,"D. Solanke","subst","Substitution 1",NA
1378974,71,NA,47,"Tottenham",328089,"A. Gray",863,"R. Bentancur","subst","Substitution 2",NA
1378974,74,NA,44,"Burnley",128895,"O. Sonne",161621,"L. Tchaouna","subst","Substitution 5",NA
1378974,74,NA,44,"Burnley",98936,"L. Foster",36927,"Z. Flemming","subst","Substitution 6",NA
1378974,80,NA,47,"Tottenham",347316,"L. Bergvall",41104,"J. Palhinha","subst","Substitution 5",NA
1378974,80,NA,47,"Tottenham",129711,"B. Johnson",336564,"W. Odobert","subst","Substitution 6",NA
1378974,85,NA,47,"Tottenham",15911,"M. Kudus",270510,"M. Tel","subst","Substitution 7",NA
1378974,85,NA,44,"Burnley",196855,"J. Anthony",37882,"M. Edwards","subst","Substitution 9",NA
1378975,34,NA,50,"Manchester City",1100,"E. Haaland",284230,"R. Lewis","Goal","Normal Goal",NA
1378975,37,NA,50,"Manchester City",36902,"T. Reijnders",278133,"O. Bobb","Goal","Normal Goal",NA
1378975,54,NA,50,"Manchester City",36902,"Tijjani Reijnders",NA,NA,"Card","Yellow Card","Foul"
1378975,61,NA,50,"Manchester City",1100,"E. Haaland",36902,"T. Reijnders","Goal","Normal Goal",NA
1378975,66,NA,50,"Manchester City",1422,"J. Doku",81573,"O. Marmoush","subst","Substitution 4",NA
1378975,66,NA,50,"Manchester City",284230,"R. Lewis",41621,"M. Nunes","subst","Substitution 5",NA
1378975,66,NA,50,"Manchester City",636,"B. Silva",307123,"N. O'Reilly","subst","Substitution 6",NA
1378975,67,NA,39,"Wolves",18742,"Matt Doherty",NA,NA,"Card","Yellow Card","Foul"
1378975,72,NA,39,"Wolves",265782,"D. M. Wolfe",280687,"H. Bueno","subst","Substitution 5",NA
1378975,72,NA,39,"Wolves",265784,"Andre",391822,"F. Lopez","subst","Substitution 6",NA
1378975,73,NA,39,"Wolves",20665,"J. Bellegarde",13708,"J. Arias","subst","Substitution 7",NA
1378975,73,NA,39,"Wolves",285,"K. Hoever",282770,"R. Gomes","subst","Substitution 8",NA
1378975,73,NA,50,"Manchester City",1100,"E. Haaland",156477,"R. Cherki","subst","Substitution 7",NA
1378975,81,NA,50,"Manchester City",307123,"Nico O'Reilly",NA,NA,"Card","Yellow Card","Foul"
1378975,81,NA,50,"Manchester City",156477,"R. Cherki",NA,NA,"Goal","Normal Goal",NA
1378975,82,NA,39,"Wolves",2032,"J. S. Larsen",24888,"Hwang Hee-Chan","subst","Substitution 10",NA
1378975,82,NA,50,"Manchester City",626,"J. Stones",360114,"A. Khusanov","subst","Substitution 10",NA
1378976,14,NA,52,"Crystal Palace",19586,"Eberechi Eze",NA,NA,"Var","Goal cancelled",NA
1378976,24,NA,49,"Chelsea",19545,"Reece James",NA,NA,"Card","Yellow Card","Foul"
1378976,28,NA,52,"Crystal Palace",13736,"Daniel Muñoz",NA,NA,"Card","Yellow Card","Foul"
1378976,33,NA,52,"Crystal Palace",25927,"Jean-Philippe Mateta",NA,NA,"Card","Yellow Card","Foul"
1378976,49,NA,52,"Crystal Palace",18806,"Will Hughes",NA,NA,"Card","Yellow Card","Foul"
1378976,54,NA,49,"Chelsea",286894,"J. Gittens",425733,"Estêvão","subst","Substitution 1",NA
1378976,70,NA,52,"Crystal Palace",18806,"W. Hughes",2490,"J. Lerma","subst","Substitution 2",NA
1378976,73,NA,49,"Chelsea",10329,"Joao Pedro",161948,"L. Delap","subst","Substitution 6",NA
1378976,74,NA,49,"Chelsea",425733,"Estêvão",NA,NA,"Card","Yellow Card","Foul"
1378976,79,NA,49,"Chelsea",5996,"E. Fernandez",305834,"Andrey Santos","subst","Substitution 8",NA
1378976,79,NA,49,"Chelsea",19545,"R. James",161907,"M. Gusto","subst","Substitution 9",NA
1378976,84,NA,52,"Crystal Palace",19586,"E. Eze",286458,"J. Devenny","subst","Substitution 4",NA
1378977,13,NA,42,"Arsenal",157052,"R. Calafiori",NA,NA,"Goal","Normal Goal",NA
1378977,42,NA,42,"Arsenal",157052,"Riccardo Calafiori",NA,NA,"Card","Yellow Card","Foul"
1378977,55,NA,33,"Manchester United",886,"D. Dalot",157997,"A. Diallo","subst","Substitution 3",NA
1378977,60,NA,42,"Arsenal",127769,"G. Martinelli",136723,"N. Madueke","subst","Substitution 3",NA
1378977,60,NA,42,"Arsenal",18979,"V. Gyökeres",978,"K. Havertz","subst","Substitution 4",NA
1378977,65,NA,33,"Manchester United",747,"Casemiro",51494,"M. Ugarte","subst","Substitution 4",NA
1378977,65,NA,33,"Manchester United",19220,"M. Mount",115589,"B. Sesko","subst","Substitution 5",NA
1378977,71,NA,42,"Arsenal",19959,"B. White",38746,"J. Timber","subst","Substitution 8",NA
1378977,72,NA,42,"Arsenal",157052,"R. Calafiori",313245,"M. Lewis-Skelly","subst","Substitution 9",NA
1378977,80,NA,33,"Manchester United",891,"L. Shaw",2935,"H. Maguire","subst","Substitution 7",NA
1378977,83,NA,42,"Arsenal",2937,"D. Rice",47311,"M. Merino","subst","Substitution 10",NA
1378977,85,NA,33,"Manchester United",382452,"Patrick Dorgu",NA,NA,"Card","Yellow Card","Foul"
1378977,85,NA,42,"Arsenal",19465,"David Raya",NA,NA,"Card","Yellow Card","Time wasting"
1378977,90,3,42,"Arsenal",313245,"Myles Lewis-Skelly",NA,NA,"Card","Yellow Card","Foul"
1378977,90,1,42,"Arsenal",38746,"Jurriën Timber",NA,NA,"Card","Yellow Card","Time wasting"
1378978,56,NA,45,"Everton",284500,"Tim Iroegbunam",NA,NA,"Card","Yellow Card","Foul"
1378978,63,NA,45,"Everton",195993,"Carlos Alcaraz",NA,NA,"Card","Yellow Card","Argument"
1378978,67,NA,63,"Leeds",162128,"W. Gnonto",50739,"B. Aaronson","subst","Substitution 5",NA
1378978,71,NA,45,"Everton",284500,"T. Iroegbunam",19187,"J. Grealish","subst","Substitution 3",NA
1378978,78,NA,63,"Leeds",2279,"E. Ampadu",129142,"I. Gruev","subst","Substitution 6",NA
1378978,78,NA,63,"Leeds",19329,"D. James",19128,"J. Harrison","subst","Substitution 7",NA
1378978,78,NA,63,"Leeds",250,"J. Piroe",19461,"L. Nmecha","subst","Substitution 8",NA
1378978,84,NA,63,"Leeds",19461,"L. Nmecha",NA,NA,"Goal","Penalty",NA
1378978,86,NA,45,"Everton",195993,"C. Alcaraz",343684,"T. Barry","subst","Substitution 5",NA
1378978,90,4,63,"Leeds",32966,"A. Tanaka",18901,"S. Longstaff","subst","Substitution 10",NA
1378979,9,NA,63,"Leeds",19201,"Jayden Bogle",NA,NA,"Card","Yellow Card","Foul"
1378979,34,NA,42,"Arsenal",38746,"J. Timber",2937,"D. Rice","Goal","Normal Goal",NA
1378979,38,NA,42,"Arsenal",37127,"M. Odegaard",313236,"E. Nwaneri","subst","Substitution 1",NA
1378979,45,NA,42,"Arsenal",1460,"B. Saka",38746,"J. Timber","Goal","Normal Goal",NA
1378979,48,NA,42,"Arsenal",18979,"V. Gyokeres",157052,"R. Calafiori","Goal","Normal Goal",NA
1378979,53,NA,42,"Arsenal",1460,"B. Saka",1946,"L. Trossard","subst","Substitution 2",NA
1378979,56,NA,42,"Arsenal",38746,"J. Timber",157052,"R. Calafiori","Goal","Normal Goal",NA
1378979,58,NA,63,"Leeds",32966,"A. Tanaka",18901,"S. Longstaff","subst","Substitution 1",NA
1378979,58,NA,63,"Leeds",250,"J. Piroe",19461,"L. Nmecha","subst","Substitution 2",NA
1378979,64,NA,42,"Arsenal",38746,"J. Timber",333682,"C. Mosquera","subst","Substitution 5",NA
1378979,64,NA,42,"Arsenal",157052,"R. Calafiori",313245,"M. Lewis-Skelly","subst","Substitution 6",NA
1378979,64,NA,42,"Arsenal",136723,"N. Madueke",442044,"M. Dowman","subst","Substitution 7",NA
1378979,66,NA,63,"Leeds",19329,"D. James",50739,"B. Aaronson","subst","Substitution 3",NA
1378979,66,NA,63,"Leeds",162128,"W. Gnonto",48389,"N. Okafor","subst","Substitution 4",NA
1378979,80,NA,63,"Leeds",47969,"Gabriel Gudmundsson",NA,NA,"Card","Yellow Card","Foul"
1378979,83,NA,63,"Leeds",19201,"J. Bogle",19287,"S. Byram","subst","Substitution 9",NA
1378979,90,NA,42,"Arsenal",18979,"V. Gyokeres",NA,NA,"Goal","Penalty",NA
1378980,4,NA,35,"Bournemouth",19245,"M. Tavernier",19281,"A. Semenyo","Goal","Normal Goal",NA
1378980,9,NA,39,"Wolves",41606,"Toti Gomes",NA,NA,"Card","Yellow Card","Foul"
1378980,35,NA,39,"Wolves",285,"K. Hoever",296560,"J. Tchatchoua","subst","Substitution 1",NA
1378980,46,NA,39,"Wolves",265782,"D. M. Wolfe",280687,"H. Bueno","subst","Substitution 2",NA
1378980,46,NA,39,"Wolves",20665,"J. Bellegarde",265784,"Andre","subst","Substitution 3",NA
1378980,49,NA,39,"Wolves",41606,"Toti Gomes",NA,NA,"Card","Red Card","Professional foul last man"
1378980,56,NA,39,"Wolves",13708,"J. Arias",135334,"S. Bueno","subst","Substitution 4",NA
1378980,58,NA,35,"Bournemouth",1150,"Tyler Adams",NA,NA,"Card","Yellow Card","Argument"
1378980,63,NA,35,"Bournemouth",304853,"Alex Scott",NA,NA,"Card","Yellow Card","Foul"
1378980,63,NA,39,"Wolves",280687,"Hugo Bueno",NA,NA,"Card","Yellow Card","Argument"
1378980,66,NA,35,"Bournemouth",304853,"A. Scott",1125,"R. Christie","subst","Substitution 1",NA
1378980,66,NA,35,"Bournemouth",18870,"D. Brooks",129682,"A. Adli","subst","Substitution 2",NA
1378980,78,NA,35,"Bournemouth",19245,"M. Tavernier",792,"J. Kluivert","subst","Substitution 4",NA
1378980,78,NA,39,"Wolves",2032,"J. S. Larsen",24888,"Hwang Hee-Chan","subst","Substitution 9",NA
1378980,84,NA,39,"Wolves",18742,"Matt Doherty",NA,NA,"Card","Yellow Card","Foul"
1378980,85,NA,39,"Wolves",195103,"João Gomes",NA,NA,"Card","Yellow Card","Foul"
1378980,88,NA,35,"Bournemouth",152856,"Evanilson",368030,"E. J. Kroupi","subst","Substitution 6",NA
1378980,88,NA,35,"Bournemouth",1150,"T. Adams",20093,"J. Hill","subst","Substitution 7",NA
1378981,12,NA,55,"Brentford",284797,"D. Ouattara",NA,NA,"Goal","Normal Goal",NA
1378981,16,NA,66,"Aston Villa",1904,"B. Kamara",19071,"E. Buendia","subst","Substitution 1",NA
1378981,55,NA,55,"Brentford",281,"Caoimhin Kelleher",NA,NA,"Card","Yellow Card","Time wasting"
1378981,57,NA,66,"Aston Villa",162714,"Amadou Onana",NA,NA,"Card","Yellow Card","Foul"
1378981,64,NA,66,"Aston Villa",2724,"L. Digne",138816,"I. Maatsen","subst","Substitution 2",NA
1378981,64,NA,66,"Aston Villa",162714,"A. Onana",249,"D. Malen","subst","Substitution 3",NA
1378981,69,NA,55,"Brentford",292,"J. Henderson",15799,"F. Onyeka","subst","Substitution 4",NA
1378981,74,NA,66,"Aston Villa",19191,"J. McGinn",284457,"L. Bogarde","subst","Substitution 4",NA
1378981,75,NA,66,"Aston Villa",NA,NA,137303,"E. Guessand","subst","Substitution 5",NA
1378981,79,NA,55,"Brentford",178077,"K. Schade",44871,"A. Hickey","subst","Substitution 5",NA
1378981,79,NA,55,"Brentford",263538,"Y. Yarmolyuk",47438,"M. Jensen","subst","Substitution 6",NA
1378981,84,NA,66,"Aston Villa",284457,"Lamare Bogarde",NA,NA,"Card","Yellow Card","Foul"
1378981,84,NA,55,"Brentford",284797,"D. Ouattara",19346,"R. Henry","subst","Substitution 7",NA
1378981,85,NA,55,"Brentford",342022,"M. Kayode",1119,"K. Ajer","subst","Substitution 8",NA
1378982,9,NA,746,"Sunderland",55904,"D. Ballard",290545,"J. Seelt","subst","Substitution 1",NA
1378982,19,NA,746,"Sunderland",301771,"Simon Adingra",NA,NA,"Card","Yellow Card","Time wasting"
1378982,47,NA,44,"Burnley",19827,"J. Cullen",196855,"J. Anthony","Goal","Normal Goal",NA
1378982,63,NA,746,"Sunderland",336659,"C. Talbi",47521,"P. Roberts","subst","Substitution 3",NA
1378982,63,NA,746,"Sunderland",301771,"S. Adingra",20638,"E. Le Fee","subst","Substitution 4",NA
1378982,63,NA,746,"Sunderland",349799,"E. Mayenda",84087,"W. Isidor","subst","Substitution 5",NA
1378982,69,NA,44,"Burnley",22,"J. Bruun Larsen",128895,"O. Sonne","subst","Substitution 3",NA
1378982,69,NA,44,"Burnley",270508,"L. Ugochukwu",20303,"J. Laurent","subst","Substitution 4",NA
1378982,80,NA,746,"Sunderland",327631,"H. Diarra",392270,"M. Guiu","subst","Substitution 8",NA
1378982,83,NA,44,"Burnley",179400,"M. Esteve",1746,"J. Worrall","subst","Substitution 7",NA
1378982,83,NA,44,"Burnley",180560,"H. Mejbri",161621,"L. Tchaouna","subst","Substitution 8",NA
1378982,86,NA,44,"Burnley",98936,"L. Foster",36927,"Z. Flemming","subst","Substitution 10",NA
1378982,88,NA,44,"Burnley",196855,"J. Anthony",19827,"J. Cullen","Goal","Normal Goal",NA
1378983,14,NA,52,"Crystal Palace",20995,"Maxence Lacroix",NA,NA,"Card","Yellow Card","Foul"
1378983,37,NA,52,"Crystal Palace",2218,"I. Sarr",13736,"D. Munoz","Goal","Normal Goal",NA
1378983,53,NA,65,"Nottingham Forest",2919,"Matz Sels",NA,NA,"Card","Yellow Card","Time wasting"
1378983,54,NA,52,"Crystal Palace",182201,"Tyrick Mitchell",NA,NA,"Card","Yellow Card","Time wasting"
1378983,57,NA,65,"Nottingham Forest",2298,"C. Hudson-Odoi",48648,"D. Ndoye","Goal","Normal Goal",NA
1378983,66,NA,52,"Crystal Palace",286458,"J. Devenny",402640,"R. Esse","subst","Substitution 1",NA
1378983,68,NA,65,"Nottingham Forest",2771,"Ola Aina",NA,NA,"Card","Yellow Card","Argument"
1378983,71,NA,65,"Nottingham Forest",48648,"D. Ndoye",147831,"A. Kalimuendo","subst","Substitution 1",NA
1378983,72,NA,65,"Nottingham Forest",2298,"C. Hudson-Odoi",158697,"J. McAtee","subst","Substitution 2",NA
1378983,82,NA,52,"Crystal Palace",288102,"A. Wharton",2490,"J. Lerma","subst","Substitution 3",NA
1378983,82,NA,65,"Nottingham Forest",18746,"M. Gibbs-White",284428,"O. Hutchinson","subst","Substitution 5",NA
1378983,87,NA,52,"Crystal Palace",18806,"Will Hughes",NA,NA,"Card","Yellow Card","Foul"
1378983,88,NA,52,"Crystal Palace",25927,"J. Mateta",1135,"O. Edouard","subst","Substitution 5",NA
1378983,88,NA,65,"Nottingham Forest",18931,"C. Wood",9366,"Igor Jesus","subst","Substitution 7",NA
1378983,88,NA,65,"Nottingham Forest",22149,"I. Sangare",19305,"R. Yates","subst","Substitution 8",NA
1378983,90,2,65,"Nottingham Forest",363695,"Murillo",NA,NA,"Card","Yellow Card","Foul"
1378984,23,NA,45,"Everton",18592,"I. Ndiaye",19187,"J. Grealish","Goal","Normal Goal",NA
1378984,28,NA,51,"Brighton",162007,"Maxim De Cuyper",NA,NA,"Card","Yellow Card","Foul"
1378984,39,NA,45,"Everton",284500,"Tim Iroegbunam",NA,NA,"Card","Yellow Card","Foul"
1378984,40,NA,51,"Brighton",92993,"Mats Wieffer",NA,NA,"Card","Yellow Card","Foul"
1378984,46,NA,51,"Brighton",356041,"C. Baleba",305730,"J. Hinshelwood","subst","Substitution 1",NA
1378984,52,NA,45,"Everton",895,"J. Garner",19187,"J. Grealish","Goal","Normal Goal",NA
1378984,63,NA,45,"Everton",895,"James Garner",NA,NA,"Card","Yellow Card","Foul"
1378984,64,NA,45,"Everton",343684,"T. Barry",125743,"Beto","subst","Substitution 1",NA
1378984,64,NA,45,"Everton",18592,"I. Ndiaye",195993,"C. Alcaraz","subst","Substitution 2",NA
1378984,67,NA,51,"Brighton",162007,"M. De Cuyper",1361,"F. Kadioglu","subst","Substitution 2",NA
1378984,67,NA,51,"Brighton",265820,"Y. Ayari",278370,"D. Gomez","subst","Substitution 3",NA
1378984,71,NA,45,"Everton",284500,"T. Iroegbunam",18929,"D. McNeil","subst","Substitution 4",NA
1378984,85,NA,51,"Brighton",92993,"M. Wieffer",328225,"B. Gruda","subst","Substitution 8",NA
1378984,89,NA,45,"Everton",148099,"Kiernan Dewsbury-Hall",NA,NA,"Card","Yellow Card","Foul"
1378984,90,5,45,"Everton",125743,"Beto",NA,NA,"Card","Yellow Card","Foul"
1378984,90,1,51,"Brighton",1361,"Ferdi Kadıoğlu",NA,NA,"Card","Yellow Card","Foul"
1378984,90,4,45,"Everton",19187,"J. Grealish",405360,"H. Armstrong","subst","Substitution 6",NA
1378985,35,NA,33,"Manchester United",19220,"Mason Mount",NA,NA,"Var","Penalty confirmed",NA
1378985,39,NA,33,"Manchester United",747,"Casemiro",NA,NA,"Card","Yellow Card","Simulation"
1378985,52,NA,33,"Manchester United",157997,"A. Diallo",886,"D. Dalot","subst","Substitution 1",NA
1378985,53,NA,33,"Manchester United",747,"Casemiro",115589,"B. Sesko","subst","Substitution 2",NA
1378985,58,NA,33,"Manchester United",195106,"Rodrigo Muniz",NA,NA,"Goal","Own Goal",NA
1378985,62,NA,36,"Fulham",19032,"R. Sessegnon",19549,"A. Robinson","subst","Substitution 1",NA
1378985,62,NA,36,"Fulham",2920,"T. Castagne",19221,"H. Wilson","subst","Substitution 2",NA
1378985,69,NA,33,"Manchester United",19220,"M. Mount",51494,"M. Ugarte","subst","Substitution 6",NA
1378985,71,NA,36,"Fulham",389315,"J. King",1161,"E. Smith Rowe","subst","Substitution 6",NA
1378985,71,NA,36,"Fulham",195106,"Rodrigo Muniz",2887,"R. Jimenez","subst","Substitution 7",NA
1378985,73,NA,36,"Fulham",1161,"E. Smith Rowe",1455,"A. Iwobi","Goal","Normal Goal",NA
1378985,86,NA,36,"Fulham",2823,"Saša Lukić",NA,NA,"Card","Yellow Card","Foul"
1378985,87,NA,33,"Manchester United",342970,"L. Yoro",402329,"A. Heaven","subst","Substitution 8",NA
1378985,87,NA,33,"Manchester United",891,"L. Shaw",2935,"H. Maguire","subst","Substitution 9",NA
1378986,23,NA,50,"Manchester City",21138,"R. Ait Nouri",18861,"N. Ake","subst","Substitution 1",NA
1378986,34,NA,47,"Tottenham",129711,"Brennan Johnson",NA,NA,"Card","Yellow Card","Time wasting"
1378986,35,NA,47,"Tottenham",129711,"B. Johnson",2413,"Richarlison","Goal","Normal Goal",NA
1378986,37,NA,47,"Tottenham",129711,"Brennan Johnson",NA,NA,"Var","Goal confirmed",NA
1378986,45,NA,47,"Tottenham",41104,"J. Palhinha",NA,NA,"Goal","Normal Goal",NA
1378986,54,NA,50,"Manchester City",81573,"O. Marmoush",1422,"J. Doku","subst","Substitution 2",NA
1378986,54,NA,50,"Manchester City",156477,"R. Cherki",636,"B. Silva","subst","Substitution 3",NA
1378986,68,NA,47,"Tottenham",30776,"Cristian Romero",NA,NA,"Card","Yellow Card","Foul"
1378986,71,NA,50,"Manchester City",161933,"Nico González",NA,NA,"Card","Yellow Card","Argument"
1378986,71,NA,47,"Tottenham",2413,"Richarlison",NA,NA,"Card","Yellow Card","Argument"
1378986,75,NA,50,"Manchester City",161933,"Nico",44,"Rodri","subst","Substitution 8",NA
1378986,75,NA,50,"Manchester City",278133,"O. Bobb",631,"P. Foden","subst","Substitution 9",NA
1378986,78,NA,47,"Tottenham",2413,"Richarlison",18883,"D. Solanke","subst","Substitution 3",NA
1378986,78,NA,47,"Tottenham",129711,"B. Johnson",336564,"W. Odobert","subst","Substitution 4",NA
1378986,81,NA,47,"Tottenham",47519,"Pedro Porro",NA,NA,"Card","Yellow Card","Time wasting"
1378986,86,NA,47,"Tottenham",15911,"M. Kudus",347316,"L. Bergvall","subst","Substitution 8",NA
1378986,90,1,47,"Tottenham",41104,"J. Palhinha",25287,"K. Danso","subst","Substitution 9",NA
