"team_id","team_name","state_from","Win","Draw","Loss","n_from_state"
44,"Burnley","(-2,T2)",0.0149868559941282,0.0602598634751625,0.924753280530709,12
44,"Burnley","(-1,T2)",0.0520043436649085,0.179006323745239,0.768989332589852,21
44,"Burnley","(0,T2)",0.134027710842677,0.333215775719965,0.532756513437358,24
44,"Burnley","(+1,T2)",0.435179825959943,0.252654874692612,0.312165299347445,7
44,"Burnley","(+2,T2)",0.435179825959943,0.252654874692612,0.312165299347445,1
44,"Burnley","(-2,T3)",0.00573248407643312,0.0305732484076433,0.963694267515923,12
44,"Burnley","(-1,T3)",0.0377572268495835,0.201371876531112,0.760870896619304,11
44,"Burnley","(0,T3)",0.0916278784909358,0.488682018618324,0.41969010289074,15
44,"Burnley","(+1,T3)",0.661043912297893,0.192234198922097,0.14672188878001,4
44,"Burnley","(+2,T3)",1,0,0,1
44,"Burnley","(-2,T4)",0.00573248407643312,0.0305732484076433,0.963694267515923,17
44,"Burnley","(-1,T4)",0.0214968152866242,0.114649681528662,0.863853503184713,16
44,"Burnley","(0,T4)",0.105095541401274,0.560509554140127,0.334394904458599,16
44,"Burnley","(+1,T4)",0.776273885350319,0.140127388535032,0.0835987261146497,4
44,"Burnley","(+2,T4)",1,0,0,2
45,"Everton","(-2,T1)",0.0151517185821697,0.0295582706766917,0.955290010741139,2
45,"Everton","(-1,T1)",0.0606068743286788,0.118233082706767,0.821160042964554,8
45,"Everton","(0,T1)",0.419354838709677,0.225806451612903,0.354838709677419,32
45,"Everton","(+1,T1)",0.711284813751494,0.17053516985253,0.118180016395975,9
45,"Everton","(+2,T1)",0,0,0,NA
45,"Everton","(-2,T2)",0.0151517185821697,0.0295582706766917,0.955290010741139,8
45,"Everton","(-1,T2)",0.0757585929108485,0.147791353383459,0.776450053705693,9
45,"Everton","(0,T2)",0.435529101354453,0.316341684085733,0.248129214559814,17
45,"Everton","(+1,T2)",0.747776060631722,0.163626259632484,0.0885976797357947,15
45,"Everton","(+2,T2)",0.989720394736842,0.00863486842105263,0.00164473684210526,4
45,"Everton","(-2,T3)",0,0,1,7
45,"Everton","(-1,T3)",0.106062030075188,0.206907894736842,0.68703007518797,9
45,"Everton","(0,T3)",0.252255639097744,0.492105263157895,0.255639097744361,12
45,"Everton","(+1,T3)",0.709633458646617,0.198574561403509,0.0917919799498747,9
45,"Everton","(+2,T3)",0.989720394736842,0.00863486842105263,0.00164473684210526,5
45,"Everton","(-2,T4)",0,0,1,9
45,"Everton","(-1,T4)",0.100328947368421,0.195723684210526,0.703947368421053,9
45,"Everton","(0,T4)",0.300986842105263,0.587171052631579,0.111842105263158,13
45,"Everton","(+1,T4)",0.928042763157895,0.0604440789473684,0.0115131578947368,10
45,"Everton","(+2,T4)",0.989720394736842,0.00863486842105263,0.00164473684210526,9
47,"Tottenham","(-2,T1)",0.0134839854860302,0.176133590038377,0.810382424475593,1
47,"Tottenham","(-1,T1)",0.023480579838463,0.27839778155364,0.698121638607897,8
47,"Tottenham","(0,T1)",0.225806451612903,0.290322580645161,0.483870967741935,32
47,"Tottenham","(+1,T1)",0.554019676616662,0.213695269846264,0.232285053537073,7
47,"Tottenham","(+2,T1)",0,0,0,NA
47,"Tottenham","(-2,T2)",0.0134839854860302,0.176133590038377,0.810382424475593,9
47,"Tottenham","(-1,T2)",0.0249086647459534,0.293006951770106,0.682084383483941,22
47,"Tottenham","(0,T2)",0.18587200450521,0.327486672899541,0.486641322595249,22
47,"Tottenham","(+1,T2)",0.608721880783955,0.200924051379782,0.190354067836263,12
47,"Tottenham","(+2,T2)",1,0,0,5
47,"Tottenham","(-2,T3)",0.00491547604108779,0.0884785687395801,0.906605955219332,7
47,"Tottenham","(-1,T3)",0.018747647132639,0.337457648387502,0.643794704479859,18
47,"Tottenham","(0,T3)",0.0344872093648603,0.620769768567485,0.344743022067655,7
47,"Tottenham","(+1,T3)",0.520391517128874,0.367047308319739,0.112561174551387,3
47,"Tottenham","(+2,T3)",1,0,0,7
47,"Tottenham","(-2,T4)",0.00261011419249592,0.0469820554649266,0.950407830342577,11
47,"Tottenham","(-1,T4)",0.0182707993474715,0.328874388254486,0.652854812398042,18
47,"Tottenham","(0,T4)",0.0407830342577488,0.734094616639478,0.225122349102773,15
47,"Tottenham","(+1,T4)",0.520391517128874,0.367047308319739,0.112561174551387,4
47,"Tottenham","(+2,T4)",1,0,0,6
48,"West Ham","(-2,T1)",0.00147549046395978,0.00612055303568501,0.992403956500355,2
48,"West Ham","(-1,T1)",0.0471216311332767,0.106118596285249,0.846759772581475,8
48,"West Ham","(0,T1)",0.225806451612903,0.258064516129032,0.516129032258065,33
48,"West Ham","(+1,T1)",0.451314633560014,0.262650655398544,0.286034711041442,10
48,"West Ham","(+2,T1)",0.704795539765016,0.173773183393383,0.121431276841601,2
48,"West Ham","(-2,T2)",0.00147549046395978,0.00612055303568501,0.992403956500355,11
48,"West Ham","(-1,T2)",0.0623370113563823,0.139451277368436,0.798211711275181,14
48,"West Ham","(0,T2)",0.17076623457063,0.336044913866042,0.493188851563327,22
48,"West Ham","(+1,T2)",0.441990392140716,0.293805192490102,0.264204415369182,10
48,"West Ham","(+2,T2)",0.704795539765016,0.173773183393383,0.121431276841601,5
48,"West Ham","(-2,T3)",0.00147549046395978,0.00612055303568501,0.992403956500355,13
48,"West Ham","(-1,T3)",0.0306252098084985,0.0972760025918668,0.872098787599635,8
48,"West Ham","(0,T3)",0.175653626661878,0.490542028057739,0.333804345280382,15
48,"West Ham","(+1,T3)",0.499602827633048,0.316474163303225,0.183923009063727,8
48,"West Ham","(+2,T3)",0.792397255639782,0.133762513694477,0.0738402306657402,4
48,"West Ham","(-2,T4)",0.00147549046395978,0.00612055303568501,0.992403956500355,13
48,"West Ham","(-1,T4)",0.0162303951035576,0.0673260833925351,0.916443521503907,9
48,"West Ham","(0,T4)",0.143122575004099,0.593693644461446,0.263183780534455,15
48,"West Ham","(+1,T4)",0.693972348215749,0.212033444450516,0.0939942073337341,9
48,"West Ham","(+2,T4)",0.93879446964315,0.0424066888901033,0.0187988414667468,6
49,"Chelsea","(-2,T1)",0.0923545474934743,0.220767486249275,0.68687796625725,1
49,"Chelsea","(-1,T1)",0.184608445003235,0.280790495371396,0.534601059625369,9
49,"Chelsea","(0,T1)",0.419354838709677,0.290322580645161,0.290322580645161,35
49,"Chelsea","(+1,T1)",0.655614636878001,0.214442153912076,0.129943209209923,10
49,"Chelsea","(+2,T1)",0,0,0,NA
49,"Chelsea","(-2,T2)",0.0923545474934743,0.220767486249275,0.68687796625725,4
49,"Chelsea","(-1,T2)",0.121735296686048,0.287616968467161,0.590647734846792,13
49,"Chelsea","(0,T2)",0.403737311314349,0.343109645319833,0.253153043365818,19
49,"Chelsea","(+1,T2)",0.714679586420082,0.195472047228804,0.0898483663511135,17
49,"Chelsea","(+2,T2)",0.946822695722838,0.037248939469623,0.0159283648075389,12
49,"Chelsea","(-2,T3)",0.004212299915754,0.0202190395956192,0.975568660488627,3
49,"Chelsea","(-1,T3)",0.0622525739761875,0.2988123550857,0.638935070938113,9
49,"Chelsea","(0,T3)",0.125325241741283,0.601561160358157,0.27311359790056,13
49,"Chelsea","(+1,T3)",0.521404261505543,0.335240455226607,0.14335528326785,9
49,"Chelsea","(+2,T3)",0.946822695722838,0.037248939469623,0.0159283648075389,12
49,"Chelsea","(-2,T4)",0.004212299915754,0.0202190395956192,0.975568660488627,5
49,"Chelsea","(-1,T4)",0.016849199663016,0.0808761583824768,0.902274641954507,8
49,"Chelsea","(0,T4)",0.130581297388374,0.626790227464195,0.242628475147431,16
49,"Chelsea","(+1,T4)",0.67396798652064,0.235046335299073,0.0909856781802864,8
49,"Chelsea","(+2,T4)",1,0,0,12
50,"Manchester City","(-2,T1)",0,0,0,NA
50,"Manchester City","(-1,T1)",0.0415371665371665,0.104625312958646,0.853837520504187,1
50,"Manchester City","(0,T1)",0.6,0.233333333333333,0.166666666666667,32
50,"Manchester City","(+1,T1)",0.751207618489815,0.165205322291812,0.0835870592183724,14
50,"Manchester City","(+2,T1)",0.937377947763049,0.0463449542258465,0.0162770980111047,2
50,"Manchester City","(-2,T2)",0,0,1,1
50,"Manchester City","(-1,T2)",0.0415371665371665,0.104625312958646,0.853837520504187,2
50,"Manchester City","(0,T2)",0.508326833800319,0.297009814213097,0.194663351986584,22
50,"Manchester City","(+1,T2)",0.744215076333132,0.175351793696701,0.080433129970167,24
50,"Manchester City","(+2,T2)",0.937377947763049,0.0463449542258465,0.0162770980111047,17
50,"Manchester City","(-2,T3)",0,0,1,1
50,"Manchester City","(-1,T3)",0.0830743330743331,0.209250625917293,0.707675041008374,5
50,"Manchester City","(0,T3)",0.245674695674696,0.480596563929897,0.273728740395407,13
50,"Manchester City","(+1,T3)",0.688312613312613,0.230628938962272,0.0810584477251144,12
50,"Manchester City","(+2,T3)",0.98030303030303,0.0176767676767677,0.00202020202020202,18
50,"Manchester City","(-2,T4)",0,0,1,2
50,"Manchester City","(-1,T4)",0.0424242424242424,0.141414141414141,0.816161616161616,5
50,"Manchester City","(0,T4)",0.212121212121212,0.707070707070707,0.0808080808080808,11
50,"Manchester City","(+1,T4)",0.763636363636364,0.212121212121212,0.0242424242424242,10
50,"Manchester City","(+2,T4)",0.98030303030303,0.0176767676767677,0.00202020202020202,16
51,"Brighton","(-2,T1)",0,0,0,NA
51,"Brighton","(-1,T1)",0.130071236110982,0.290575416668021,0.579353347220997,10
51,"Brighton","(0,T1)",0.354838709677419,0.32258064516129,0.32258064516129,33
51,"Brighton","(+1,T1)",0.647710861502583,0.236989217567242,0.115299920930176,9
51,"Brighton","(+2,T1)",0.855363102628339,0.114441666752507,0.0301952306191538,1
51,"Brighton","(-2,T2)",0.0435776848114283,0.150103537773798,0.806318777414774,4
51,"Brighton","(-1,T2)",0.130071236110982,0.290575416668021,0.579353347220997,15
51,"Brighton","(0,T2)",0.32711195033727,0.400464583252657,0.272423466410073,18
51,"Brighton","(+1,T2)",0.710726205256678,0.228883333505015,0.0603904612383076,13
51,"Brighton","(+2,T2)",0.855363102628339,0.114441666752507,0.0301952306191538,4
51,"Brighton","(-2,T3)",0.0435776848114283,0.150103537773798,0.806318777414774,6
51,"Brighton","(-1,T3)",0.0994277439259005,0.319602918645894,0.580969337428206,12
51,"Brighton","(0,T3)",0.21050348740407,0.57638359346033,0.2131129191356,12
51,"Brighton","(+1,T3)",0.705137712234947,0.247965972450557,0.046896315314496,10
51,"Brighton","(+2,T3)",1,0,0,4
